Elev.,Lat.,Lon.,Timestamp
-27.0,47.22824777942151,-1.553037241101265,2021-12-07T07:42:55+00:00
71.0,47.22839383408427,-1.5531776379793882,2021-12-07T07:42:56+00:00
90.0,47.228367389179766,-1.5531428530812263,2021-12-07T07:42:57+00:00
87.0,47.22839433699846,-1.5532204695045948,2021-12-07T07:42:58+00:00
84.0,47.22836080938578,-1.5532197151333094,2021-12-07T07:42:59+00:00
77.0,47.22836085129529,-1.5532330423593521,2021-12-07T07:43:00+00:00
77.0,47.22836085129529,-1.5532330423593521,2021-12-07T07:43:01+00:00
77.0,47.22836085129529,-1.5532330423593521,2021-12-07T07:43:02+00:00
77.0,47.22836085129529,-1.5532330423593521,2021-12-07T07:43:03+00:00
77.0,47.22836085129529,-1.5532330423593521,2021-12-07T07:43:04+00:00
77.0,47.22836085129529,-1.5532330423593521,2021-12-07T07:43:05+00:00
77.0,47.22836085129529,-1.5532330423593521,2021-12-07T07:43:06+00:00
77.0,47.22836085129529,-1.5532330423593521,2021-12-07T07:43:07+00:00
70.0,47.2284018388018,-1.5532515663653612,2021-12-07T07:43:08+00:00
67.0,47.22842606250197,-1.5532690845429897,2021-12-07T07:43:09+00:00
67.0,47.228425056673586,-1.5532688330858946,2021-12-07T07:43:10+00:00
67.0,47.22842488903552,-1.553269000723958,2021-12-07T07:43:11+00:00
67.0,47.22842488903552,-1.553269000723958,2021-12-07T07:43:12+00:00
67.0,47.22842488903552,-1.553269000723958,2021-12-07T07:43:13+00:00
67.0,47.22842488903552,-1.553269000723958,2021-12-07T07:43:14+00:00
67.0,47.22842488903552,-1.553269000723958,2021-12-07T07:43:15+00:00
67.0,47.22842488903552,-1.553269000723958,2021-12-07T07:43:16+00:00
66.0,47.22841793205589,-1.5532729402184486,2021-12-07T07:43:17+00:00
65.0,47.22842170391232,-1.553281070664525,2021-12-07T07:43:18+00:00
65.0,47.228421745821834,-1.553281070664525,2021-12-07T07:43:19+00:00
65.0,47.2284216620028,-1.5532811544835567,2021-12-07T07:43:20+00:00
65.0,47.22842136863619,-1.5532809030264616,2021-12-07T07:43:21+00:00
65.0,47.22842136863619,-1.5532809030264616,2021-12-07T07:43:22+00:00
65.0,47.22842136863619,-1.5532809030264616,2021-12-07T07:43:23+00:00
65.0,47.22842136863619,-1.5532809030264616,2021-12-07T07:43:24+00:00
65.0,47.22842136863619,-1.5532809030264616,2021-12-07T07:43:25+00:00
65.0,47.22842136863619,-1.5532809030264616,2021-12-07T07:43:26+00:00
65.0,47.22842136863619,-1.5532809030264616,2021-12-07T07:43:27+00:00
65.0,47.22842136863619,-1.5532809030264616,2021-12-07T07:43:28+00:00
65.0,47.22842136863619,-1.5532809030264616,2021-12-07T07:43:29+00:00
65.0,47.22842136863619,-1.5532809030264616,2021-12-07T07:43:30+00:00
51.0,47.22862970083952,-1.553466646000743,2021-12-07T07:45:38+00:00
48.0,47.228611344471574,-1.5532971639186144,2021-12-07T07:45:40+00:00
71.0,47.22853745799512,-1.5532778017222881,2021-12-07T07:45:41+00:00
64.0,47.22867663949728,-1.553198006004095,2021-12-07T07:45:44+00:00
103.0,47.22842660732567,-1.5527837723493576,2021-12-07T07:46:58+00:00
78.0,47.22914384678006,-1.552290078252554,2021-12-07T07:46:58+00:00
66.0,47.22912947181612,-1.552248252555728,2021-12-07T07:46:59+00:00
94.0,47.23286658525467,-1.5489115845412016,2021-12-07T07:52:40+00:00
79.0,47.232915200293064,-1.5488150250166655,2021-12-07T07:52:40+00:00
71.0,47.23287576343864,-1.548776552081108,2021-12-07T07:52:42+00:00
53.0,47.232793788425624,-1.5488927252590656,2021-12-07T07:52:42+00:00
55.0,47.232856107875705,-1.5487799886614084,2021-12-07T07:52:43+00:00
51.0,47.23282417282462,-1.5488674119114876,2021-12-07T07:52:45+00:00
51.0,47.23282794468105,-1.5488781407475471,2021-12-07T07:52:46+00:00
51.0,47.23283188417554,-1.5488798171281815,2021-12-07T07:52:47+00:00
54.0,47.23283603321761,-1.5488725248724222,2021-12-07T07:52:48+00:00
54.0,47.23285120446235,-1.5488723572343588,2021-12-07T07:52:49+00:00
52.0,47.232864908874035,-1.5488623827695847,2021-12-07T07:52:50+00:00
52.0,47.23288091830909,-1.5488609578460455,2021-12-07T07:52:51+00:00
53.0,47.23289877176285,-1.5488603711128235,2021-12-07T07:52:52+00:00
53.0,47.232914278283715,-1.5488527435809374,2021-12-07T07:52:53+00:00
52.0,47.23292840179056,-1.5488431882113218,2021-12-07T07:52:54+00:00
52.0,47.232937663793564,-1.5488384943455458,2021-12-07T07:52:55+00:00
53.0,47.232946967706084,-1.5488338842988014,2021-12-07T07:52:56+00:00
53.0,47.23296134267002,-1.5488329622894526,2021-12-07T07:52:57+00:00
54.0,47.232973370701075,-1.548830447718501,2021-12-07T07:52:58+00:00
54.0,47.232988835312426,-1.5488342195749283,2021-12-07T07:52:59+00:00
54.0,47.23300212062895,-1.5488396678119898,2021-12-07T07:53:00+00:00
54.0,47.23301377147436,-1.5488410089164972,2021-12-07T07:53:01+00:00
53.0,47.23302248865366,-1.5488446969538927,2021-12-07T07:53:02+00:00
54.0,47.23303732462227,-1.5488453675061464,2021-12-07T07:53:03+00:00
54.0,47.23305115476251,-1.5488446969538927,2021-12-07T07:53:04+00:00
54.0,47.23306477535516,-1.5488431043922901,2021-12-07T07:53:05+00:00
53.0,47.23307852167636,-1.5488385781645775,2021-12-07T07:53:06+00:00
53.0,47.23309180699289,-1.5488432720303535,2021-12-07T07:53:07+00:00
53.0,47.23310639150441,-1.5488402545452118,2021-12-07T07:53:08+00:00
53.0,47.23312206566334,-1.5488348063081503,2021-12-07T07:53:09+00:00
53.0,47.23313765600324,-1.548836650326848,2021-12-07T07:53:10+00:00
54.0,47.233148384839296,-1.5488427691161633,2021-12-07T07:53:11+00:00
54.0,47.23315978422761,-1.5488444454967976,2021-12-07T07:53:12+00:00
54.0,47.233175626024604,-1.5488494746387005,2021-12-07T07:53:13+00:00
54.0,47.233186145313084,-1.5488529112190008,2021-12-07T07:53:14+00:00
55.0,47.2332007298246,-1.5488526597619057,2021-12-07T07:53:15+00:00
54.0,47.23321388941258,-1.5488545875996351,2021-12-07T07:53:16+00:00
54.0,47.23322369623929,-1.5488576050847769,2021-12-07T07:53:17+00:00
54.0,47.23323706537485,-1.5488624665886164,2021-12-07T07:53:18+00:00
54.0,47.23324783612043,-1.5488653164356947,2021-12-07T07:53:19+00:00
53.0,47.233259696513414,-1.5488695912063122,2021-12-07T07:53:20+00:00
53.0,47.23326866514981,-1.5488712675869465,2021-12-07T07:53:21+00:00
53.0,47.23328006453812,-1.54887730255723,2021-12-07T07:53:22+00:00
53.0,47.23329012282193,-1.5488788951188326,2021-12-07T07:53:23+00:00
53.0,47.233304916881025,-1.5488840080797672,2021-12-07T07:53:24+00:00
56.0,47.2332448605448,-1.5489110816270113,2021-12-07T07:53:28+00:00
69.0,47.2333442280069,-1.5488499775528908,2021-12-07T07:53:30+00:00
