date beginning,time beginning,time end,PM1_ambient - ,PM2.5_ambient - ,PM4_ambient - ,PM10_ambient - ,Cm [mg/m^3],Cn [P/cm^3],"M1,0 [µm]","M1,0 [µm].1",T [°C),HR [%).,Pression [mBar),Vit. Vent [m/s),Dir. Vent [°),Lumi [W/m²),Elev.,Lat.,Lon.,trajet
07/12/2021,10:00:03,10:00:13,"7,36","15,17","22,61","29,11","0,026090","93,403473","0,332835","0,332835","9,4","94,8","1005,6","0,34",195.0,"587,8",52.0,47.25310347508639,-1.540426416322589,Erdre_aller_0712
07/12/2021,10:00:13,10:00:23,"6,44","14,10","19,31","34,94","0,029531","92,403984","0,343494","0,343494","9,4","94,8","1005,6","1,24",190.0,"587,6",52.0,47.25322044454515,-1.5403902903199196,Erdre_aller_0712
07/12/2021,10:00:23,10:00:33,"7,34","16,18","22,77","32,18","0,055999","92,861229","0,330383","0,330383","9,4","94,8","1005,6","1,05",201.0,"587,4",53.0,47.25330384448171,-1.540382243692875,Erdre_aller_0712
07/12/2021,10:00:33,10:00:43,"7,82","16,23","25,00","26,87","0,038171","94,665512","0,346831","0,346831","9,4","94,8","1005,6","0,55",203.0,"587,5",53.0,47.25341121666133,-1.5403959061950443,Erdre_aller_0712
07/12/2021,10:00:43,10:00:53,"7,65","14,65","19,38","27,91","0,021779","89,866013","0,354922","0,354922","9,4","94,8","1005,6","1,09",192.0,"587,5",55.0,47.25352676119656,-1.5403682459145784,Erdre_aller_0712
07/12/2021,10:00:53,10:01:03,"7,23","14,99","22,64","23,82","0,031152","96,751198","0,335398","0,335398","9,4","94,7","1005,6","1,37",199.0,"587,4",54.0,47.25365550722927,-1.540328012779355,Erdre_aller_0712
07/12/2021,10:01:03,10:01:13,"7,49","13,20","17,31","17,11","0,018291","97,386429","0,330969","0,330969","9,4","94,7","1005,5","0,51",215.0,"587,4",58.0,47.253744271583855,-1.5402666572481394,Erdre_aller_0712
07/12/2021,10:01:13,10:01:23,"6,85","13,96","21,48","25,74","0,010491","96,121346","0,325736","0,325736","9,4","94,7","1005,5","0,67",218.0,"587,5",64.0,47.25385549943894,-1.5402106661349535,Erdre_aller_0712
07/12/2021,10:01:23,10:01:33,"6,93","15,78","24,98","26,72","0,024401","91,863953","0,335844","0,335844","9,4","94,7","1005,5","0,51",203.0,"588,1",62.0,47.25400335621089,-1.5402180422097445,Erdre_aller_0712
07/12/2021,10:01:33,10:01:43,"7,58","15,26","18,58","51,56","0,021685","87,785675","0,351451","0,351451","9,4","94,7","1005,5","2,02",198.0,"588,3",60.0,47.25411584135145,-1.5401711035519838,Erdre_aller_0712
07/12/2021,10:01:43,10:01:53,"6,86","17,26","28,80","45,56","0,248151","100,733147","0,336173","0,336173","9,4","94,7","1005,5","1,21",196.0,"589,1",56.0,47.25424789823592,-1.5401559323072431,Erdre_aller_0712
07/12/2021,10:01:53,10:02:03,"7,45","17,86","27,76","46,21","0,177082","93,755852","0,359459","0,359459","9,4","94,7","1005,5","0,57",189.0,"588,8",55.0,47.25438322406262,-1.540139839053154,Erdre_aller_0712
07/12/2021,10:02:03,10:02:13,"7,46","13,25","17,30","17,37","0,068924","95,023476","0,357049","0,357049","9,4","94,6","1005,5","0,54",204.0,"589,4",54.0,47.25449227262288,-1.5401199739426374,Erdre_aller_0712
07/12/2021,10:02:13,10:02:23,"6,96","13,22","19,09","19,62","0,010964","88,786644","0,335667","0,335667","9,4","94,6","1005,5","1,55",206.0,"589,2",,,,Erdre_aller_0712
07/12/2021,10:02:23,10:02:33,"6,79","13,29","18,42","21,92","0,014044","97,118408","0,321723","0,321723","9,4","94,7","1005,5","1,26",208.0,"588,7",,,,Erdre_aller_0712
07/12/2021,10:02:33,10:02:43,"6,59","14,24","22,67","23,42","0,019756","92,138046","0,328233","0,328233","9,4","94,7","1005,5","0,41",339.0,"588,4",,,,Erdre_aller_0712
07/12/2021,10:02:43,10:02:53,"6,42","13,74","21,47","21,41","0,018227","89,782326","0,334976","0,334976","9,4","94,7","1005,4","0,32",124.0,"587,8",,,,Erdre_aller_0712
07/12/2021,10:02:53,10:03:03,"7,24","17,62","26,45","56,13","0,015365","91,051178","0,330463","0,330463","9,4","94,8","1005,4","0,32",298.0,"587,3",,,,Erdre_aller_0712
07/12/2021,10:03:03,10:03:13,"6,91","15,56","24,56","24,98","0,086651","99,461250","0,348974","0,348974","9,4","94,9","1005,4","0,87",220.0,"587,3",,,,Erdre_aller_0712
07/12/2021,10:03:13,10:03:23,"6,95","13,82","20,83","21,39","0,018776","87,876762","0,349646","0,349646","9,4","94,9","1005,4","0,47",236.0,"587,3",,,,Erdre_aller_0712
07/12/2021,10:03:24,10:03:34,"6,92","11,66","15,18","15,29","0,015845","86,613205","0,339281","0,339281","9,4","94,9","1005,4","1,43",219.0,"587,9",,,,Erdre_aller_0712
07/12/2021,10:03:33,10:03:43,"10,48","16,26","19,59","19,40","0,009530","105,543983","0,302078","0,302078","9,4","94,9","1005,4","1,25",209.0,"587,6",,,,Erdre_aller_0712
07/12/2021,10:03:43,10:03:53,"6,50","14,16","23,39","24,98","0,010700","279,664398","0,251956","0,251956","9,4","94,9","1005,4","0,73",220.0,"587,9",,,,Erdre_aller_0712
07/12/2021,10:03:53,10:04:03,"6,43","13,91","22,94","25,37","0,020918","86,250870","0,340288","0,340288","9,4","94,9","1005,4","0,26",333.0,"587,7",,,,Erdre_aller_0712
07/12/2021,10:04:03,10:04:13,"7,14","11,64","14,35","14,20","0,022250","84,077965","0,343044","0,343044","9,4","94,9","1005,4","1,37",178.0,"587,5",,,,Erdre_aller_0712
07/12/2021,10:04:13,10:04:23,"7,61","15,09","23,02","23,43","0,008199","86,526970","0,327077","0,327077","9,4",95,"1005,4","2,01",202.0,"587,3",,,,Erdre_aller_0712
07/12/2021,10:04:23,10:04:33,"6,35","12,27","18,77","20,07","0,017369","89,778053","0,347976","0,347976","9,4",95,"1005,4","1,9",30.0,"587,2",,,,Erdre_aller_0712
07/12/2021,10:04:33,10:04:43,"7,17","15,47","22,86","24,20","0,015761","84,444550","0,328677","0,328677","9,4","94,9","1005,4","3,05",3.0,"586,9",64.0,47.25593387614936,-1.539584370329976,Erdre_aller_0712
07/12/2021,10:04:33,10:04:43,"7,17","15,47","22,86","24,20","0,015761","84,444550","0,328677","0,328677","9,4","94,9","1005,4","3,05",3.0,"586,9",63.0,47.25588505156338,-1.539580598473549,Erdre_aller_0712
07/12/2021,10:04:43,10:04:53,"7,90","15,80","19,39","42,72","0,018519","92,857452","0,341088","0,341088","9,4","94,8","1005,4","2,69",339.0,"586,9",,,,Erdre_aller_0712
07/12/2021,10:04:53,10:05:03,"6,87","13,48","17,81","37,45","0,066558","91,224571","0,351845","0,351845","9,4","94,7","1005,4","2,02",344.0,"587,4",,,,Erdre_aller_0712
07/12/2021,10:05:03,10:05:13,"7,68","15,40","22,35","23,10","0,136956","85,795876","0,347891","0,347891","9,4","94,7","1005,4","0,34",14.0,"586,8",,,,Erdre_aller_0712
07/12/2021,10:05:13,10:05:23,"7,49","15,92","24,51","25,08","0,016933","90,320854","0,347913","0,347913","9,4","94,7","1005,4","0,71",289.0,"586,8",,,,Erdre_aller_0712
07/12/2021,10:05:23,10:05:33,"6,66","14,10","21,28","21,17","0,018856","93,036598","0,345915","0,345915","9,4","94,6","1005,3","1,22",308.0,"586,9",,,,Erdre_aller_0712
07/12/2021,10:05:33,10:05:43,"6,99","13,20","18,17","18,71","0,014723","88,152504","0,337341","0,337341","9,5","94,6","1005,3","0,83",339.0,"587,3",,,,Erdre_aller_0712
07/12/2021,10:05:43,10:05:53,"7,34","15,23","20,79","33,94","0,012950","89,421654","0,331438","0,331438","9,4","94,6","1005,3","1,57",341.0,"587,3",,,,Erdre_aller_0712
07/12/2021,10:05:53,10:06:03,"6,62","13,28","20,54","21,25","0,052154","89,324982","0,349227","0,349227","9,5","94,6","1005,3","1,26",12.0,"587,2",,,,Erdre_aller_0712
07/12/2021,10:06:03,10:06:13,"6,62","12,69","18,49","19,99","0,016011","82,358101","0,343603","0,343603","9,4","94,6","1005,3","2,4",319.0,"586,9",,,,Erdre_aller_0712
07/12/2021,10:06:13,10:06:23,"7,06","13,48","16,73","27,46","0,015807","87,431007","0,330064","0,330064","9,5","94,5","1005,3","0,77",17.0,"588,8",,,,Erdre_aller_0712
07/12/2021,10:06:23,10:06:33,"6,24","11,69","16,51","16,54","0,038620","83,986641","0,345411","0,345411","9,5","94,5","1005,2","0,83",85.0,587,,,,Erdre_aller_0712
07/12/2021,10:06:33,10:06:43,"7,64","14,89","21,66","23,03","0,010956","82,272552","0,328108","0,328108","9,5","94,4","1005,2","0,69",5.0,"586,9",,,,Erdre_aller_0712
07/12/2021,10:06:43,10:06:53,"6,84","14,57","23,29","23,34","0,017563","83,801445","0,358579","0,358579","9,5","94,4","1005,2","2,18",25.0,"586,7",,,,Erdre_aller_0712
07/12/2021,10:06:53,10:07:03,"7,47","15,22","22,08","23,64","0,017313","80,996536","0,356801","0,356801","9,5","94,4","1005,2","3,06",2.0,"587,3",,,,Erdre_aller_0712
07/12/2021,10:07:03,10:07:13,"6,98","13,54","19,78","20,07","0,018388","88,420227","0,348339","0,348339","9,5","94,3","1005,1","3,93",356.0,"586,8",,,,Erdre_aller_0712
,,,,,,,"0,014342","82,629318","0,344106","0,344106",,,,,,,,,,Erdre_aller_0712
