time,latitude,longitude,altitude,name
2022-01-25 09:42:12+00:00,47.261696183122694,-1.5923040267080069,73.0,
2022-01-25 09:42:13+00:00,47.26170117035508,-1.5923240594565868,73.0,
2022-01-25 09:42:14+00:00,47.26171340793371,-1.5923435054719448,74.0,
2022-01-25 09:42:15+00:00,47.261721077375114,-1.5923616103827953,73.0,
2022-01-25 09:42:16+00:00,47.2617295011878,-1.5923818945884705,73.0,
2022-01-25 09:42:17+00:00,47.26173536852002,-1.5924042742699385,73.0,
2022-01-25 09:42:18+00:00,47.26173490751535,-1.5924298390746117,73.0,
2022-01-25 09:42:19+00:00,47.2617400623858,-1.5924490336328745,72.0,
2022-01-25 09:42:20+00:00,47.261749492026865,-1.5924716647714376,72.0,
2022-01-25 09:42:21+00:00,47.26175489835441,-1.5924890153110027,72.0,
2022-01-25 09:42:22+00:00,47.261760430410504,-1.5925014205276966,72.0,
2022-01-25 09:42:23+00:00,47.26176721975207,-1.5925193578004837,72.0,
